Date,SPX,USO,SLV,EUR/USD,GLD
2015-12-16,175.27,87.92,13.49,1.0936,102.75
2015-12-17,172.6,85.92,13.08,1.0875,100.5
2015-12-18,169.52,85.28,13.43,1.0844,102.04
2015-12-21,170.92,85.28,13.59,1.087,103.15
2015-12-22,172.47,86.16,13.59,1.0913,102.61
2015-12-23,174.61,90.08,13.62,1.095,102.31
2015-12-24,174.32,90.4,13.69,1.0909,103.05
2015-12-28,173.92,87.44,13.29,1.0966,102.27
2015-12-29,175.78,90.08,13.27,1.0975,102.2
2015-12-30,174.53,87.44,13.21,1.0928,101.42
2015-12-31,172.79,88.0,13.19,1.0934,101.46
2016-01-04,170.37,87.84,13.19,1.0854,102.89
2016-01-05,170.66,85.28,13.31,1.0828,103.18
2016-01-06,168.51,80.88,13.36,1.0752,104.67
2016-01-07,164.46,79.2,13.62,1.0779,106.15
2016-01-08,162.66,78.4,13.3,1.0926,105.68
2016-01-11,162.82,74.0,13.22,1.0941,104.74
2016-01-12,164.13,73.36,13.17,1.0858,104.21
2016-01-13,160.04,72.72,13.49,1.0844,104.72
2016-01-14,162.67,73.84,13.19,1.0886,103.02
2016-01-15,159.18,70.32,13.24,1.0859,104.08
2016-01-19,159.39,67.92,13.36,1.0895,103.98
2016-01-20,157.35,65.92,13.48,1.0913,105.37
2016-01-21,158.23,68.48,13.46,1.0877,105.49
2016-01-22,161.47,74.16,13.38,1.0862,105.0
2016-01-25,159.03,68.32,13.58,1.0799,106.08
2016-01-26,161.2,71.76,13.82,1.0853,107.29
2016-01-27,159.45,73.44,13.81,1.0865,107.69
2016-01-28,160.28,77.6,13.57,1.0908,106.54
2016-01-29,164.19,77.2,13.59,1.0937,106.95
2016-02-01,164.13,72.16,13.67,1.0826,108.05
2016-02-02,161.17,68.56,13.62,1.0897,108.09
2016-02-03,162.13,74.72,13.95,1.0922,109.25
2016-02-04,162.39,72.96,14.17,1.1091,110.57
2016-02-05,159.29,71.28,14.34,1.12,112.32
2016-02-08,157.15,69.12,14.59,1.1145,113.83
2016-02-09,157.16,65.44,14.51,1.119,113.58
2016-02-10,157.02,63.68,14.55,1.129,114.46
2016-02-11,154.98,63.92,14.95,1.1281,119.06
2016-02-12,158.18,66.64,14.99,1.1318,118.36
2016-02-16,160.85,66.48,14.51,1.1174,114.77
2016-02-17,163.47,70.24,14.54,1.1147,115.48
2016-02-18,162.8,69.28,14.76,1.1123,118.29
2016-02-19,162.73,68.4,14.64,1.1111,117.58
2016-02-22,165.08,71.28,14.43,1.1124,115.49
2016-02-23,163.0,67.84,14.54,1.1028,117.22
2016-02-24,163.74,68.72,14.52,1.1027,117.61
2016-02-25,165.73,70.4,14.41,1.1014,117.92
2016-02-26,165.35,70.24,14.02,1.1025,117.11
2016-02-29,164.05,72.0,14.2,1.0924,118.64
2016-03-01,167.91,73.2,14.17,1.0889,117.77
2016-03-02,168.66,74.4,14.25,1.0876,118.68
2016-03-03,169.32,74.0,14.5,1.0869,120.73
2016-03-04,169.87,77.2,14.76,1.0949,120.54
2016-03-07,170.01,80.88,14.9,1.0994,121.14
2016-03-08,168.15,77.2,14.62,1.1016,120.58
2016-03-09,168.98,81.2,14.53,1.1004,119.58
2016-03-10,169.12,80.32,14.82,1.0989,121.5
2016-03-11,171.85,81.52,14.72,1.1178,119.41
2016-03-14,171.63,79.04,14.58,1.1168,117.87
2016-03-15,171.35,77.6,14.54,1.1102,117.96
2016-03-16,172.34,81.44,14.87,1.1109,120.59
2016-03-17,173.43,84.4,15.16,1.1219,120.13
2016-03-18,174.11,83.84,15.03,1.1318,119.8
2016-03-21,174.36,84.72,15.06,1.1279,118.96
2016-03-22,174.27,84.32,15.12,1.1236,119.31
2016-03-23,173.12,80.88,14.51,1.1223,116.61
2016-03-24,173.04,80.48,14.43,1.1181,116.33
2016-03-28,173.14,80.08,14.46,1.116,116.6
2016-03-29,174.74,78.4,14.6,1.1203,118.76
2016-03-30,175.51,77.84,14.49,1.1292,117.1
2016-03-31,175.08,77.6,14.68,1.1335,117.64
2016-04-01,176.28,74.64,14.34,1.138,116.93
2016-04-04,175.71,72.64,14.2,1.139,116.15
2016-04-05,173.95,73.04,14.42,1.1389,117.66
2016-04-06,175.85,76.8,14.34,1.1382,116.94
2016-04-07,173.75,76.08,14.48,1.1405,118.61
2016-04-08,174.22,80.24,14.62,1.1374,118.43
2016-04-11,173.81,82.24,15.14,1.1403,120.03
2016-04-12,175.43,85.12,15.41,1.1413,120.05
2016-04-13,177.2,84.08,15.44,1.1385,118.77
2016-04-14,177.21,83.84,15.34,1.1279,117.11
2016-04-15,177.01,82.0,15.46,1.127,117.92
2016-04-18,178.25,81.36,15.42,1.13,117.74
2016-04-19,178.82,83.52,16.12,1.1309,119.58
2016-04-20,178.99,86.08,16.14,1.136,118.97
2016-04-21,178.02,85.76,16.21,1.1305,119.42
2016-04-22,178.02,86.08,16.14,1.1292,117.89
2016-04-25,177.72,84.4,16.17,1.1234,118.23
2016-04-26,177.98,86.48,16.29,1.1269,118.7
2016-04-27,178.35,89.12,16.38,1.1299,119.04
2016-04-28,176.73,89.76,16.77,1.1329,121.29
2016-04-29,175.77,90.4,16.98,1.1356,123.65
2016-05-02,177.17,88.4,16.64,1.1463,123.24
2016-05-03,175.63,85.92,16.57,1.1525,122.96
2016-05-04,174.65,86.32,16.49,1.1504,122.21
2016-05-05,174.62,87.2,16.51,1.1493,122.07
2016-05-06,175.25,87.68,16.63,1.1406,123.18
2016-05-09,175.4,85.44,16.12,1.1388,120.65
2016-05-10,177.58,87.92,16.28,1.1388,120.98
2016-05-11,175.92,90.72,16.56,1.1374,122.12
2016-05-12,175.97,91.6,16.22,1.1427,121.16
2016-05-13,174.44,90.96,16.28,1.1377,121.71
2016-05-16,176.16,94.08,16.32,1.1317,121.8
2016-05-17,174.51,95.36,16.41,1.1316,122.22
2016-05-18,174.56,93.6,16.0,1.1316,120.1
2016-05-19,173.96,94.32,15.67,1.1223,119.87
2016-05-20,175.06,94.0,15.69,1.1206,119.71
2016-05-23,174.82,93.28,15.59,1.1222,119.37
2016-05-24,177.09,94.56,15.42,1.1216,117.3
2016-05-25,178.29,96.24,15.5,1.1138,116.98
2016-05-26,178.34,95.6,15.53,1.1159,116.58
2016-05-27,179.11,95.84,15.39,1.1192,115.62
2016-05-31,178.76,94.96,15.19,1.1148,116.06
2016-06-01,179.13,95.44,15.17,1.1136,115.94
2016-06-02,179.68,94.88,15.22,1.1189,115.67
2016-06-03,179.14,94.56,15.61,1.1152,118.88
2016-06-06,180.05,96.32,15.68,1.1351,118.92
2016-06-07,180.33,97.76,15.6,1.1364,118.82
2016-06-08,180.92,99.44,16.21,1.1358,120.58
2016-06-09,180.67,98.0,16.47,1.1407,121.25
2016-06-10,178.96,94.96,16.49,1.1315,121.74
2016-06-13,177.58,94.08,16.58,1.124,122.64
2016-06-14,177.23,93.84,16.54,1.1291,122.77
2016-06-15,176.98,91.76,16.69,1.1213,123.68
2016-06-16,177.51,89.12,16.31,1.1263,122.38
2016-06-17,176.85,93.28,16.6,1.1252,123.95
2016-06-20,177.99,95.28,16.65,1.1349,123.21
2016-06-21,178.5,95.12,16.38,1.1323,120.84
2016-06-22,178.2,93.92,16.42,1.1251,120.9
2016-06-23,180.53,95.84,16.49,1.1328,120.11
2016-06-24,174.04,91.2,16.89,1.1324,126.0
2016-06-27,170.93,89.52,16.87,1.1036,126.68
2016-06-28,174.01,91.76,16.91,1.1015,125.32
2016-06-29,176.97,94.32,17.37,1.1074,125.84
2016-06-30,179.39,92.56,17.86,1.1128,126.47
2016-07-01,179.76,94.24,18.74,1.1106,128.41
2016-07-05,178.47,89.44,18.98,1.1146,129.47
2016-07-06,179.54,90.64,19.1,1.1065,130.23
2016-07-07,179.43,86.56,18.71,1.1099,129.74
2016-07-08,182.1,86.64,19.22,1.1066,130.52
2016-07-11,182.74,85.2,19.3,1.1044,129.29
2016-07-12,184.07,89.52,19.09,1.1058,127.15
2016-07-13,184.04,86.0,19.39,1.1063,128.32
2016-07-14,185.07,86.96,19.25,1.1095,127.33
2016-07-15,184.82,87.92,19.08,1.1106,126.84
2016-07-18,185.32,86.56,19.1,1.1053,127.04
2016-07-19,185.13,85.6,18.92,1.1072,127.21
2016-07-20,185.9,85.84,18.42,1.1014,125.39
2016-07-21,185.2,83.92,18.88,1.102,127.3
2016-07-22,186.03,83.36,18.67,1.1033,126.35
2016-07-25,185.53,81.04,18.54,1.097,125.47
2016-07-26,185.61,80.64,18.66,1.0991,126.0
2016-07-27,185.41,79.2,19.37,1.0988,128.03
2016-07-28,185.63,77.36,19.21,1.1073,127.66
2016-07-29,185.93,78.08,19.35,1.1084,128.98
2016-08-01,185.77,75.28,19.43,1.1168,129.22
2016-08-02,184.58,74.64,19.6,1.1168,130.27
2016-08-03,185.12,77.52,19.38,1.1219,129.65
2016-08-04,185.32,78.72,19.35,1.1152,129.87
2016-08-05,186.84,78.88,18.71,1.1135,127.55
2016-08-08,186.72,80.8,18.74,1.109,127.44
2016-08-09,186.84,80.56,18.87,1.1084,127.96
2016-08-10,186.37,78.16,19.16,1.1116,128.56
2016-08-11,187.24,81.68,18.96,1.1186,127.67
2016-08-12,187.08,84.0,18.72,1.1139,127.4
2016-08-15,187.62,86.08,18.83,1.1167,127.84
2016-08-16,186.65,87.36,18.82,1.1184,128.47
2016-08-17,187.0,87.92,18.68,1.1276,128.5
2016-08-18,187.42,90.4,18.77,1.1299,129.11
2016-08-19,187.14,90.72,18.35,1.1349,127.97
2016-08-22,187.14,87.76,17.97,1.1298,127.78
2016-08-23,187.51,88.72,17.93,1.1319,127.76
2016-08-24,186.55,86.56,17.62,1.1301,126.34
2016-08-25,186.43,87.6,17.63,1.1264,126.23
2016-08-26,186.07,87.6,17.72,1.1291,126.05
2016-08-29,186.99,86.8,17.9,1.1199,126.3
2016-08-30,186.68,85.84,17.67,1.1193,125.03
2016-08-31,186.15,82.88,17.72,1.1153,124.78
2016-09-01,186.16,80.48,17.94,1.1161,125.29
2016-09-02,187.0,81.92,18.44,1.1201,126.57
2016-09-06,187.56,83.12,19.05,1.1153,128.71
2016-09-07,187.55,84.16,18.78,1.1254,128.27
2016-09-08,187.12,87.68,18.62,1.1241,127.59
2016-09-09,182.64,84.72,18.11,1.1271,126.75
2016-09-12,185.26,85.12,18.17,1.1241,126.59
2016-09-13,182.6,82.96,17.93,1.1244,125.75
2016-09-14,182.53,80.72,18.02,1.1219,126.18
2016-09-15,184.35,81.12,18.04,1.1247,125.37
2016-09-16,183.64,80.0,17.86,1.1246,125.06
2016-09-19,183.67,79.84,18.2,1.1158,125.32
2016-09-20,183.68,80.56,18.27,1.1181,125.44
2016-09-21,185.75,83.2,18.85,1.1154,127.27
2016-09-22,186.92,84.24,18.9,1.1193,127.57
2016-09-23,185.9,81.52,18.68,1.121,127.65
2016-09-26,184.39,83.44,18.41,1.1239,127.55
2016-09-27,185.53,81.2,18.17,1.125,126.62
2016-09-28,186.45,85.2,18.21,1.122,126.22
2016-09-29,184.77,86.96,18.11,1.1225,126.07
2016-09-30,186.16,87.44,18.2,1.122,125.64
2016-10-03,185.71,88.8,17.87,1.1235,125.32
2016-10-04,184.77,88.72,16.94,1.121,120.97
2016-10-05,185.59,90.8,16.85,1.1211,120.78
2016-10-06,185.71,92.08,16.44,1.1208,119.66
2016-10-07,185.08,90.64,16.6,1.1145,119.74
2016-10-10,186.04,93.36,16.73,1.1197,120.16
2016-10-11,183.69,92.64,16.56,1.1141,119.55
2016-10-12,183.93,91.44,16.65,1.1062,119.74
2016-10-13,183.33,91.92,16.61,1.1012,120.03
2016-10-14,183.43,91.52,16.56,1.105,119.36
2016-10-17,182.79,90.96,16.57,1.0968,119.68
2016-10-18,183.93,91.6,16.72,1.1016,120.42
2016-10-19,184.42,93.28,16.79,1.0977,121.11
2016-10-20,184.08,91.44,16.64,1.0975,120.74
2016-10-21,184.17,91.84,16.65,1.093,120.83
2016-10-24,184.95,91.44,16.7,1.0883,120.56
2016-10-25,184.33,89.92,16.86,1.0875,121.47
2016-10-26,183.96,88.72,16.71,1.0887,120.79
2016-10-27,183.47,89.68,16.73,1.0912,121.01
2016-10-28,182.93,88.08,16.87,1.09,121.58
2016-10-31,182.93,84.24,16.97,1.0985,121.94
2016-11-01,181.61,84.56,17.41,1.0973,122.73
2016-11-02,180.52,82.24,17.56,1.1057,123.64
2016-11-03,179.69,80.64,17.42,1.1098,124.3
2016-11-04,179.49,79.84,17.46,1.1102,124.39
2016-11-07,183.45,81.28,17.29,1.1101,122.15
2016-11-08,184.28,80.8,17.4,1.1052,121.64
2016-11-09,186.23,82.24,17.45,1.1019,121.56
2016-11-10,186.7,80.32,17.56,1.0921,119.75
2016-11-11,186.27,78.16,16.47,1.089,117.1
2016-11-14,186.41,78.96,16.0,1.0825,116.11
2016-11-15,187.87,82.72,16.19,1.075,117.12
2016-11-16,187.51,81.84,16.09,1.0727,116.77
2016-11-17,188.48,81.04,15.84,1.0707,116.17
2016-11-18,188.06,82.56,15.73,1.0623,115.15
2016-11-21,189.48,86.16,15.72,1.0584,115.58
2016-11-22,189.85,85.04,15.8,1.0639,115.54
2016-11-23,189.95,85.36,15.52,1.0634,113.25
2016-11-25,190.65,82.64,15.63,1.0562,112.61
2016-11-28,189.76,83.52,15.77,1.0612,113.8
2016-11-29,190.13,80.48,15.78,1.0621,113.27
2016-11-30,189.67,87.44,15.66,1.0648,111.75
2016-12-01,188.98,90.64,15.66,1.0592,111.54
2016-12-02,189.07,91.84,15.83,1.0663,112.14
2016-12-05,190.21,90.8,15.88,1.0582,111.54
2016-12-06,190.81,90.32,15.85,1.0757,111.43
2016-12-07,193.31,88.72,16.23,1.072,111.83
2016-12-08,193.78,90.48,16.14,1.0762,111.57
2016-12-09,194.95,91.52,15.97,1.0621,110.4
2016-12-12,194.73,92.96,16.19,1.0547,110.82
2016-12-13,196.03,93.84,16.04,1.0642,110.45
2016-12-14,194.41,90.56,15.93,1.0629,108.83
2016-12-15,195.21,90.88,15.18,1.0514,107.34
2016-12-16,194.83,92.4,15.27,1.0419,108.05
2016-12-19,195.25,92.0,15.17,1.045,108.59
2016-12-20,196.0,92.96,15.24,1.0406,107.79
2016-12-21,195.46,91.52,15.12,1.039,107.85
2016-12-22,195.12,91.68,14.98,1.0429,107.59
2016-12-23,195.41,92.48,14.91,1.0438,107.93
2016-12-27,195.89,93.84,15.13,1.0457,108.56
2016-12-28,194.27,94.0,15.2,1.0462,108.86
2016-12-29,194.23,93.76,15.32,1.0417,110.29
2016-12-30,193.52,93.76,15.11,1.0575,109.61
2017-01-03,195.0,91.52,15.44,1.046,110.47
2017-01-04,196.16,92.64,15.58,1.042,110.86
2017-01-05,196.0,93.6,15.76,1.0501,112.58
2017-01-06,196.7,93.44,15.64,1.0606,111.75
2017-01-09,196.06,90.48,15.7,1.0532,112.67
2017-01-10,196.06,88.56,15.91,1.0589,113.15
2017-01-11,196.61,90.96,15.87,1.0552,113.5
2017-01-12,196.12,92.32,15.91,1.0598,113.91
2017-01-13,196.57,91.28,15.94,1.0617,114.21
2017-01-17,195.87,91.44,16.28,1.0603,115.85
2017-01-18,196.31,89.28,16.19,1.0697,114.87
2017-01-19,195.58,89.36,16.12,1.0628,114.77
2017-01-20,196.3,91.12,16.19,1.066,115.05
2017-01-23,195.79,90.56,16.29,1.0714,115.79
2017-01-24,197.04,90.96,16.22,1.0761,115.27
2017-01-25,198.75,90.48,16.1,1.0729,114.32
2017-01-26,198.54,92.24,15.93,1.0752,113.26
2017-01-27,198.23,91.2,16.22,1.0683,113.49
2017-01-30,197.0,90.24,16.23,1.0714,113.97
2017-01-31,196.98,90.56,16.63,1.0709,115.55
2017-02-01,197.06,91.84,16.61,1.0804,115.2
2017-02-02,197.19,92.08,16.56,1.0767,115.84
2017-02-03,198.55,92.32,16.57,1.0762,116.13
2017-02-06,198.19,91.04,16.82,1.0783,117.7
2017-02-07,198.2,89.52,16.79,1.0743,117.46
2017-02-08,198.46,89.84,16.84,1.0678,118.19
2017-02-09,199.64,90.8,16.75,1.0692,117.29
2017-02-10,200.43,92.0,17.02,1.0659,117.6
2017-02-13,201.52,90.56,16.89,1.062,116.8
2017-02-14,202.32,91.04,17.01,1.0598,116.93
2017-02-15,203.38,90.88,17.04,1.0578,117.45
2017-02-16,203.21,91.28,17.15,1.0607,118.08
2017-02-17,203.53,91.12,17.06,1.0672,117.68
2017-02-21,204.74,92.32,17.03,1.0609,117.75
2017-02-22,204.56,90.88,17.11,1.0542,117.91
2017-02-23,204.7,92.24,17.24,1.0554,118.94
2017-02-24,204.95,91.68,17.4,1.0584,119.7
2017-02-27,205.28,91.76,17.27,1.0553,119.12
2017-02-28,204.72,91.6,17.37,1.0584,119.23
2017-03-01,207.59,91.2,17.44,1.0569,119.06
2017-03-02,206.28,89.36,16.8,1.0536,117.58
2017-03-03,206.41,90.32,16.98,1.051,117.51
2017-03-06,205.79,90.24,16.83,1.062,116.72
2017-03-07,205.18,90.16,16.55,1.0579,115.78
2017-03-08,204.8,85.36,16.32,1.057,115.06
2017-03-09,205.06,84.24,16.06,1.0547,114.47
2017-03-10,205.78,82.32,16.15,1.0578,114.72
2017-03-13,205.88,82.24,16.07,1.069,114.74
2017-03-14,205.09,81.52,15.99,1.0651,114.12
2017-03-15,206.87,83.04,16.43,1.0612,116.25
2017-03-16,206.46,82.88,16.4,1.0738,116.73
2017-03-17,206.1,82.64,16.47,1.0775,116.99
2017-03-20,205.87,82.16,16.5,1.0743,117.51
2017-03-21,203.23,80.88,16.61,1.0738,118.54
2017-03-22,203.71,80.96,16.62,1.0812,118.83
2017-03-23,203.49,80.08,16.67,1.079,118.67
2017-03-24,203.34,80.72,16.81,1.0784,118.86
2017-03-27,203.13,80.32,17.15,1.085,119.53
2017-03-28,204.61,81.2,17.18,1.0861,119.04
2017-03-29,204.8,82.96,17.25,1.0818,119.33
2017-03-30,205.46,84.56,17.15,1.076,118.47
2017-03-31,204.98,85.12,17.25,1.0687,118.72
2017-04-03,204.62,84.4,17.24,1.0669,119.35
2017-04-04,204.75,85.68,17.33,1.067,119.62
2017-04-05,204.14,85.44,17.32,1.068,119.62
2017-04-06,204.72,86.88,17.26,1.0672,119.18
2017-04-07,204.51,87.68,17.03,1.0645,119.46
2017-04-10,204.63,89.12,17.0,1.0582,119.46
2017-04-11,204.39,89.36,17.31,1.0598,121.19
2017-04-12,203.49,88.88,17.46,1.0611,122.02
2017-04-13,202.17,89.04,17.53,1.0671,122.6
2017-04-17,203.96,88.48,17.43,1.0611,122.24
2017-04-18,203.35,88.32,17.34,1.0645,122.82
2017-04-19,202.98,84.96,17.18,1.0729,121.73
2017-04-20,204.63,84.32,17.06,1.0715,121.96
2017-04-21,203.98,82.56,17.02,1.0715,122.31
2017-04-24,206.22,82.0,16.98,1.0874,121.48
2017-04-25,207.42,82.88,16.68,1.0865,120.25
2017-04-26,207.29,82.08,16.57,1.0928,120.84
2017-04-27,207.46,81.92,16.37,1.0909,120.39
2017-04-28,207.01,81.92,16.3,1.0864,120.77
2017-05-01,207.53,81.2,15.99,1.0908,119.67
2017-05-02,207.61,79.36,15.93,1.0909,119.65
2017-05-03,207.36,79.44,15.59,1.0936,117.98
2017-05-04,207.6,75.68,15.43,1.0889,116.79
2017-05-05,208.42,77.28,15.5,1.0982,117.01
2017-05-08,208.39,77.36,15.41,1.0965,116.75
2017-05-09,208.19,76.56,15.3,1.0928,116.05
2017-05-10,208.57,78.88,15.35,1.0887,116.04
2017-05-11,208.14,79.52,15.45,1.0871,116.5
2017-05-12,207.79,79.6,15.57,1.0865,116.83
2017-05-15,208.94,81.36,15.75,1.0927,117.14
2017-05-16,208.75,80.88,15.93,1.0982,117.65
2017-05-17,205.05,81.52,16.0,1.1094,119.79
2017-05-18,205.87,82.08,15.71,1.1156,118.81
2017-05-19,207.21,83.84,15.94,1.1114,119.4
2017-05-22,208.26,84.32,16.23,1.1205,119.9
2017-05-23,208.72,85.12,16.15,1.1239,119.14
2017-05-24,209.21,84.8,16.28,1.1179,119.61
2017-05-25,210.21,80.32,16.23,1.1231,119.48
2017-05-26,210.17,82.24,16.4,1.1211,120.54
2017-05-30,209.99,81.92,16.47,1.1129,120.14
2017-05-31,209.93,79.68,16.39,1.1172,120.62
2017-06-01,211.6,79.28,16.38,1.1244,120.72
2017-06-02,212.31,78.88,16.59,1.1216,121.61
2017-06-05,212.15,78.4,16.63,1.1281,121.73
2017-06-06,211.47,79.76,16.76,1.1257,123.1
2017-06-07,211.86,75.68,16.65,1.1271,122.45
2017-06-08,211.97,75.44,16.49,1.1255,121.65
2017-06-09,211.65,75.92,16.28,1.1185,120.54
2017-06-12,211.6,76.16,16.04,1.1202,120.36
2017-06-13,212.64,76.8,15.95,1.1196,120.48
2017-06-14,212.37,73.84,15.95,1.1209,119.82
2017-06-15,211.96,73.44,15.88,1.1216,119.32
2017-06-16,212.01,73.92,15.79,1.1147,119.34
2017-06-19,213.77,72.96,15.61,1.1208,118.43
2017-06-20,212.33,71.6,15.59,1.1145,118.18
2017-06-21,212.28,69.68,15.54,1.1137,118.52
2017-06-22,212.18,70.24,15.68,1.1167,118.92
2017-06-23,212.43,70.88,15.79,1.115,119.43
2017-06-26,212.57,71.44,15.68,1.1199,118.36
2017-06-27,210.86,72.8,15.79,1.1184,118.81
2017-06-28,212.75,73.6,15.92,1.1339,118.9
2017-06-29,210.88,73.68,15.73,1.1383,118.32
2017-06-30,211.27,76.0,15.71,1.1442,118.02
2017-07-03,211.63,76.96,15.3,1.1423,116.09
2017-07-05,212.12,74.0,15.18,1.136,116.52
2017-07-06,210.18,74.48,15.15,1.1347,116.47
2017-07-07,211.54,72.8,14.73,1.1425,115.28
2017-07-10,211.77,73.04,14.83,1.1404,115.47
2017-07-12,213.2,74.64,15.05,1.1474,116.03
2017-07-13,213.56,75.76,14.87,1.1419,115.82
2017-07-14,214.56,76.72,15.08,1.1404,116.77
2017-07-17,214.53,75.6,15.22,1.1475,117.29
2017-07-18,214.64,76.32,15.38,1.1474,118.11
2017-07-19,215.81,77.52,15.4,1.155,118.08
2017-07-20,215.9,76.88,15.42,1.1528,118.24
2017-07-21,215.71,74.72,15.6,1.1629,119.26
2017-07-24,215.66,76.0,15.58,1.1682,119.31
2017-07-25,216.18,78.48,15.59,1.1639,118.92
2017-07-26,216.19,79.68,15.75,1.1645,119.88
2017-07-27,215.99,80.48,15.68,1.1728,119.79
2017-07-28,215.74,81.36,15.81,1.1689,120.69
2017-07-31,215.61,82.24,15.9,1.1747,120.75
2017-08-01,216.09,80.72,15.79,1.1824,120.65
2017-08-02,216.2,81.12,15.67,1.1811,120.4
2017-08-03,215.78,80.16,15.72,1.1851,120.59
2017-08-04,216.17,81.04,15.38,1.1885,119.65
2017-08-07,216.58,80.8,15.33,1.1778,119.51
2017-08-08,216.04,80.48,15.56,1.1801,119.86
2017-08-09,216.03,81.2,15.98,1.1755,121.31
2017-08-10,212.98,79.28,16.18,1.1762,122.21
2017-08-11,213.3,79.92,16.17,1.177,122.79
2017-08-14,215.41,77.76,16.13,1.1826,121.92
2017-08-15,215.39,78.0,15.74,1.1776,120.98
2017-08-16,215.76,76.56,16.15,1.1741,121.87
2017-08-17,212.4,76.96,16.12,1.1774,122.49
2017-08-18,212.07,79.76,16.1,1.1716,122.3
2017-08-21,212.23,77.68,16.07,1.1756,122.76
2017-08-22,214.45,78.16,16.07,1.1812,122.21
2017-08-23,213.68,79.04,16.15,1.1762,122.67
2017-08-24,213.19,77.68,16.03,1.1817,122.29
2017-08-25,213.68,78.0,16.11,1.1802,122.74
2017-08-28,213.69,76.24,16.5,1.1952,124.69
2017-08-29,213.94,75.68,16.42,1.1964,124.42
2017-08-30,214.95,75.04,16.46,1.197,124.36
2017-08-31,216.24,77.04,16.65,1.1893,125.82
2017-09-01,216.55,77.36,16.73,1.191,126.06
2017-09-05,214.99,79.36,16.91,1.1893,127.46
2017-09-06,215.73,80.32,16.87,1.1924,126.81
2017-09-07,215.7,80.24,17.1,1.1928,128.13
2017-09-08,215.45,77.84,17.02,1.2029,127.97
2017-09-11,217.75,78.56,16.77,1.2018,126.19
2017-09-12,218.48,78.96,16.89,1.1959,126.56
2017-09-13,218.58,80.56,16.76,1.1975,125.61
2017-09-14,218.51,81.04,16.77,1.1891,126.16
2017-09-15,218.81,81.6,16.62,1.1922,125.53
2017-09-18,219.27,81.36,16.27,1.1937,124.36
2017-09-19,219.49,80.88,16.36,1.1959,124.62
2017-09-20,219.57,81.92,16.19,1.1993,123.62
2017-09-21,218.98,82.0,16.03,1.1872,122.68
2017-09-22,219.03,81.92,16.05,1.1946,123.24
2017-09-25,218.58,84.4,16.21,1.1927,124.53
2017-09-26,218.71,83.92,15.91,1.1856,123.14
2017-09-27,219.56,84.16,15.83,1.1786,121.98
2017-09-28,219.83,83.44,15.92,1.175,122.21
2017-09-29,220.6,83.44,15.74,1.1782,121.58
2017-10-02,221.56,81.68,15.67,1.1807,120.77
2017-10-03,222.03,81.44,15.71,1.1734,120.83
2017-10-04,222.3,80.64,15.69,1.1748,121.17
2017-10-05,223.61,82.0,15.69,1.1757,120.52
2017-10-06,223.36,79.76,15.85,1.1712,121.09
2017-10-09,222.99,80.0,16.02,1.1742,122.08
2017-10-10,223.58,82.24,16.15,1.1742,122.4
2017-10-11,223.93,82.88,16.25,1.1815,122.79
2017-10-12,223.59,81.84,16.26,1.1865,122.89
2017-10-13,223.87,82.96,16.41,1.1832,123.82
2017-10-16,224.17,83.68,16.25,1.1814,122.97
2017-10-17,224.32,83.92,16.09,1.1795,122.13
2017-10-18,224.54,83.84,16.06,1.1772,121.67
2017-10-19,224.6,82.8,16.27,1.1795,122.39
2017-10-20,225.76,83.44,16.08,1.1848,121.61
2017-10-23,224.89,83.36,16.14,1.1754,121.8
2017-10-24,225.28,84.32,16.02,1.1759,121.33
2017-10-25,224.17,83.84,16.01,1.1759,121.35
2017-10-26,224.46,84.56,15.85,1.1821,120.33
2017-10-27,226.29,86.72,15.91,1.1637,120.9
2017-10-30,225.45,86.96,15.91,1.1605,121.13
2017-10-31,225.8,87.44,15.79,1.1653,120.67
2017-11-01,226.1,87.2,16.18,1.1652,121.11
2017-11-02,226.18,87.92,16.17,1.1629,121.19
2017-11-03,226.94,89.44,15.92,1.1662,120.62
2017-11-06,227.29,92.08,16.27,1.1615,121.65
2017-11-07,227.13,91.92,16.01,1.1613,121.21
2017-11-08,227.52,91.28,16.06,1.1601,121.63
2017-11-09,226.69,91.68,16.07,1.1597,122.13
2017-11-10,226.62,91.36,15.95,1.1647,121.13
2017-11-13,226.83,91.04,16.09,1.1661,121.31
2017-11-14,226.31,89.04,16.08,1.1665,121.56
2017-11-15,225.18,88.72,16.03,1.1793,121.41
2017-11-17,226.42,90.8,16.31,1.1777,122.86
2017-11-20,226.81,90.24,15.98,1.1732,121.31
2017-11-21,228.29,91.2,16.01,1.1741,121.51
2017-11-22,228.09,92.8,16.17,1.1737,122.63
2017-11-24,228.62,94.32,16.08,1.1854,122.32
2017-11-27,228.5,92.72,16.1,1.1926,122.83
2017-11-28,230.82,92.64,15.91,1.1905,122.81
2017-11-29,230.68,91.76,15.64,1.1848,122.04
2017-11-30,232.7,91.76,15.51,1.1852,121.1
2017-12-01,232.22,93.36,15.53,1.1898,121.59
2017-12-04,231.94,91.92,15.44,1.186,121.18
2017-12-05,231.1,92.32,15.23,1.1868,120.32
2017-12-06,231.15,89.6,15.1,1.1833,120.07
2017-12-07,231.87,90.64,14.87,1.1804,118.49
2017-12-08,233.14,91.92,14.96,1.1772,118.48
2017-12-11,233.84,92.8,14.85,1.177,118.01
2017-12-12,234.25,91.52,14.86,1.1778,118.15
